feature,mi_score
CO2(tCO2),1.2144335285918162
Lagging_Current_Power_Factor,1.2038137819291563
Lagging_Current_Reactive.Power_kVarh,0.8225206823317164
NSM,0.44996626351208224
Leading_Current_Power_Factor,0.4128259177145459
Leading_Current_Reactive_Power_kVarh,0.3489932277835046
