trial_number,value,state,max_depth,min_child_weight,gamma,learning_rate,n_estimators,subsample,colsample_bytree,colsample_bylevel,reg_alpha,reg_lambda
165,12.772792549369356,COMPLETE,7,1,4.841022587839577,0.029656516891043826,239,0.8865839923950184,0.7877826061240666,0.7841006774360716,3.412033521746202,3.663840949978285
166,12.787020623146638,COMPLETE,7,9,4.894587762368097,0.03031523023113273,230,0.889546675656806,0.7841066663800088,0.7824894408234218,3.200021274089174,3.721771328611071
167,12.791589392592696,COMPLETE,7,1,4.913268556255852,0.03830217148010754,244,0.9028576838225805,0.771025828268473,0.7901680511159765,3.4122888570536674,3.930042572972858
168,12.77985250429788,COMPLETE,7,1,4.523241129160518,0.026597480418478026,232,0.886510230316377,0.7504778212792921,0.8826253601198362,3.4913551072639923,4.217478739649467
169,12.777312954531498,COMPLETE,7,1,4.632970231232749,0.029212973459304938,238,0.9115732038640904,0.7834428082172556,0.7708215551075921,2.262166219481628,4.496784340293701
170,12.77957353893944,COMPLETE,7,1,4.440937215161986,0.029517392024343336,240,0.912955584299175,0.7812941689372347,0.756935370800215,3.2800708599148045,4.6011165567616015
171,12.780850271486136,COMPLETE,7,1,4.834599471485612,0.035794816516196745,224,0.8956164891138555,0.7923417973374546,0.7689632798097943,2.3122489144883334,3.4838920656108803
172,12.77991555833833,COMPLETE,7,1,4.623377086704665,0.03158256012472051,246,0.9038417983868133,0.7973871436543672,0.8166853180660928,2.5407732212268432,5.507141418201246
173,12.779019262848687,COMPLETE,7,1,4.606517820090389,0.027360178436608713,218,0.8851581595593381,0.8112146671561123,0.8521619353145533,2.1425387463642838,3.693578130086189
174,13.394260591614229,COMPLETE,7,1,4.8138476311001925,0.2057478373202737,261,0.8636653716035761,0.7650747053405913,0.7791603119433848,3.0248775846646105,3.373755438339826
175,12.779205609135177,COMPLETE,7,1,4.690432747290629,0.029884528625480584,252,0.908722992566036,0.7805723391240939,0.7944155005260027,2.953546271482293,3.6062875947687116
176,12.782517923903777,COMPLETE,7,1,4.186427559000764,0.03585835991416078,236,0.8824123799958182,0.8174222642211199,0.8254232581727905,0.07208666617077664,3.232382124904098
177,12.773425958141459,COMPLETE,7,1,4.361753177567594,0.03913268879274569,252,0.8976669630860123,0.8018210114293017,0.8388228705461341,2.443154754502269,4.410844327446952
178,12.7946670251604,COMPLETE,6,1,4.35941315614987,0.038820966013892115,253,0.9176142097482959,0.7900922768437156,0.8409868606459804,3.4304714312364877,4.526457146624863
179,12.839138078456998,COMPLETE,7,1,4.450469079026257,0.03902288888137376,252,0.5131573050770973,0.8025243064630857,0.7505835329897074,2.6060891163012054,4.2834958448043965
180,12.78816189331496,COMPLETE,7,1,3.9228806027834695,0.035183488045271855,239,0.8983953902721954,0.7743409826044274,0.8096307144955267,1.8874736259395193,5.012820418212323
181,12.769320660035662,COMPLETE,7,1,4.667310557129445,0.03194797917918,228,0.8861593861940763,0.8090685939945358,0.7845968268166589,2.400394249502346,3.979748249552333
182,12.775422456677617,COMPLETE,7,1,4.970045621281158,0.029905093200965176,229,0.8891474617251627,0.8068101885987736,0.7727282566892585,3.1715232621350573,4.114620756673978
183,12.800734759409103,COMPLETE,7,7,4.983979478764726,0.031656132375327634,231,0.8881189196727367,0.8079775704182783,0.7846233503614091,3.224297450591739,3.992613634394162
184,12.771708583228344,COMPLETE,7,1,4.110262549099874,0.027957898355137328,227,0.8638177800914949,0.7971935564375602,0.7592380433073116,2.888047744274627,3.81744658619289
185,12.780126180087267,COMPLETE,7,1,4.193545055602558,0.024383841941848495,226,0.854799922866644,0.8160129921481651,0.7606369407796738,2.9037344618314527,3.851677609707637
186,12.801130600754389,COMPLETE,7,6,4.72642308251245,0.0253540566838569,220,0.8678215587747408,0.8006717090348182,0.7479165245439734,2.5558406387313584,4.109773506296308
187,12.783545517178464,COMPLETE,7,1,4.107972753310574,0.027754709917683393,227,0.7777638699524583,0.8093104857099404,0.7792126033982383,3.4360887573697347,3.6269762913732375
188,12.781024455534778,COMPLETE,7,1,4.847661550451205,0.030306353125076575,232,0.8962703787958356,0.8295739179385002,0.7620139155073838,2.7638747840354005,3.9076493475706573
189,12.777347688593347,COMPLETE,7,1,4.069513929168267,0.03208897268716968,262,0.8751971910093297,0.7893241227438332,0.7841136677321552,3.2788711562111583,3.4600408072681454
190,12.782149046583168,COMPLETE,7,1,4.4906624644243385,0.027090534978396946,210,0.8471229369704486,0.8199889760017269,0.7932083368491349,3.0402913023386584,4.170234899678124
191,12.769332284168271,COMPLETE,7,1,4.320868742008433,0.03399845675224637,188,0.8878145859818839,0.8042140904408112,0.802733736014902,3.093810334252038,3.7351436857510874
192,12.772457729872421,COMPLETE,7,1,4.235449876246131,0.03371978282439737,230,0.881974209238401,0.8034481959627147,0.8150170616920537,3.538836534382172,4.343611989069417
193,12.786609750165205,COMPLETE,7,1,4.214766003622673,0.0374204938096786,222,0.8621910782833431,0.7977487581259286,0.8063914940921523,2.9615284924511034,4.274970020767878
194,12.775673823943139,COMPLETE,7,1,4.327723260413479,0.03373150796869138,187,0.900666594402092,0.8133304662673848,0.8148129224831862,2.731902515444592,4.3998619273469215
195,12.77453811476449,COMPLETE,7,1,4.305150693699217,0.03387678747049207,187,0.9011648792113094,0.8188385996386777,0.839044361178911,2.71355981541377,4.850261174998192
196,12.768119425181045,COMPLETE,7,1,4.117469003516555,0.034726182111405504,191,0.9023877284055628,0.8146213773339754,0.8362277523479729,2.575139147939544,4.427202639035676
197,12.772340068393182,COMPLETE,7,1,4.011210893033534,0.03365784873888046,190,0.90083559860504,0.8142617704575204,0.8354997746967532,2.6548071136019034,4.849569956057932
198,12.826345310954457,COMPLETE,6,1,3.8863825117742583,0.03570654156380022,193,0.6489081372695594,0.8232786885266382,0.8489291984982247,2.127479053198102,4.857221728785112
199,12.77621066403657,COMPLETE,7,1,3.99067431802478,0.030889573364005024,188,0.9051704647900936,0.8153788717377103,0.8365065321071486,2.513973101682241,5.220506693588982
